Rotación;Edad;Viaje de Negocios;Departamento;Distancia_Casa;Educación;Campo_Educación;Satisfacción_Ambiental;Genero;Cargo;Satisfación_Laboral;Estado_Civil;Ingreso_Mensual;Trabajos_Anteriores;Horas_Extra;Porcentaje_aumento_salarial;Rendimiento_Laboral;Años_Experiencia;Capacitaciones;Equilibrio_Trabajo_Vida;Antigüedad;Antigüedad_Cargo;Años_ultima_promoción;Años_acargo_con_mismo_jefe
Si;29;Frecuentemente;Ventas;24;3;Tecnicos;3;M;Representante_Ventas;1;Soltero;1091;1;No;17;3;1;3;3;1;0;0;0
No;39;No_Viaja;Ventas;21;4;Ciencias;1;F;Ejecutivo_Ventas;3;Casado;5736;6;No;19;3;10;1;3;3;2;1;2
No;27;Raramente;IyD;2;4;Tecnicos;2;M;Investigador_Cientifico;2;Casado;2226;1;No;11;3;6;3;2;5;3;1;2
No;34;Frecuentemente;IyD;22;4;Otra;3;M;Investigador_Cientifico;4;Casado;5747;1;Si;15;3;16;3;3;15;10;6;11
Si;28;Raramente;Ventas;13;2;Mercadeo;4;F;Ejecutivo_Ventas;3;Soltero;9854;3;Si;11;3;6;0;3;2;0;2;2
No;47;No_Viaja;IyD;14;4;Tecnicos;3;M;Investigador_Cientifico;2;Casado;5467;8;No;18;3;16;4;4;8;7;1;7
No;56;Raramente;Ventas;11;5;Mercadeo;4;F;Ejecutivo_Ventas;1;Casado;5380;4;No;16;3;6;3;3;0;0;0;0
No;39;Raramente;IyD;9;2;Salud;1;M;Director_Manofactura;1;Casado;5151;1;No;25;4;10;3;3;10;0;7;9
No;38;Frecuentemente;IyD;8;3;Salud;4;F;Investigador_Cientifico;2;Divorciado;2133;1;Si;16;3;20;3;3;20;11;0;7
No;58;Raramente;Ventas;21;3;Ciencias;4;F;Gerente;4;Casado;17875;4;Si;13;3;29;2;2;1;0;0;0
Si;32;Frecuentemente;IyD;5;2;Ciencias;1;F;Investigador_Cientifico;3;Soltero;2432;3;Si;14;3;8;2;3;4;1;0;3
No;38;Raramente;IyD;9;2;Ciencias;2;M;Investigador_Cientifico;4;Divorciado;4771;2;No;19;3;10;0;4;5;2;0;3
No;49;Frecuentemente;IyD;2;1;Ciencias;2;M;Director_Investigación;4;Casado;19161;3;No;15;3;28;3;3;5;4;4;3
No;42;Raramente;Ventas;12;4;Mercadeo;2;M;Ejecutivo_Ventas;4;Divorciado;5087;3;Si;12;3;14;4;3;0;0;0;0
Si;27;Frecuentemente;RH;22;3;Humanidades;1;F;Recursos_Humanos;2;Casado;2863;1;No;12;3;1;2;3;1;0;0;0
No;35;Raramente;Ventas;18;4;Salud;2;M;Ejecutivo_Ventas;1;Casado;5561;0;No;16;3;6;2;1;5;3;0;4
No;28;No_Viaja;IyD;16;3;Salud;3;M;Investigador_Cientifico;3;Soltero;2144;1;No;14;3;5;3;2;5;3;1;4
No;31;No_Viaja;IyD;3;2;Salud;3;M;Investigador_Cientifico;1;Divorciado;3065;1;Si;13;3;4;3;4;4;2;2;3
No;36;No_Viaja;IyD;9;4;Ciencias;1;M;Tecnico_Laboratorio;2;Casado;2810;1;No;22;4;5;3;3;5;4;0;2
No;34;Raramente;Ventas;1;3;Mercadeo;1;M;Ejecutivo_Ventas;4;Soltero;9888;1;No;21;4;14;3;2;14;8;2;1
No;34;Raramente;Ventas;13;4;Salud;4;M;Ejecutivo_Ventas;3;Divorciado;8628;1;No;18;3;9;2;2;8;7;1;1
No;26;Raramente;IyD;1;3;Salud;3;M;Tecnico_Laboratorio;1;Soltero;2867;0;No;13;3;8;6;2;7;7;7;6
No;29;Raramente;IyD;1;3;Ciencias;1;M;Representante_Salud;1;Casado;5373;0;No;12;3;6;5;2;5;3;0;2
No;32;No_Viaja;IyD;15;4;Salud;3;F;Representante_Salud;4;Divorciado;6667;5;No;18;3;9;6;3;5;1;1;2
No;31;Frecuentemente;IyD;1;3;Ciencias;4;M;Investigador_Cientifico;1;Casado;5003;1;No;21;4;10;6;3;10;8;8;7
Si;28;Raramente;IyD;17;3;Tecnicos;3;M;Tecnico_Laboratorio;4;Divorciado;2367;5;No;12;3;6;2;2;4;1;0;3
No;38;Raramente;Ventas;1;3;Ciencias;1;M;Representante_Ventas;1;Soltero;2858;4;No;14;3;20;3;2;1;0;0;0
No;35;Raramente;Ventas;7;4;Ciencias;3;F;Ejecutivo_Ventas;4;Casado;5204;1;Si;11;3;10;2;3;10;8;0;9
No;27;Raramente;Ventas;9;3;Mercadeo;4;M;Ejecutivo_Ventas;4;Soltero;4105;1;No;14;3;7;5;3;7;7;0;7
No;32;Raramente;IyD;5;4;Ciencias;4;M;Director_Manofactura;4;Soltero;9679;8;No;24;4;8;1;3;1;0;0;0
Si;31;Frecuentemente;Ventas;26;4;Mercadeo;1;M;Ejecutivo_Ventas;4;Casado;5617;1;Si;11;3;10;4;3;10;7;0;8
Si;53;Raramente;Ventas;24;4;Ciencias;1;M;Ejecutivo_Ventas;1;Soltero;10448;6;Si;13;3;15;2;2;2;2;2;2
No;54;Raramente;IyD;9;2;Ciencias;1;F;Investigador_Cientifico;3;Casado;2897;3;No;11;3;9;6;2;4;3;2;3
No;33;Frecuentemente;IyD;7;2;Ciencias;4;M;Representante_Salud;3;Divorciado;5968;1;No;20;4;9;2;3;9;7;2;8
No;43;Raramente;IyD;11;3;Ciencias;1;M;Representante_Salud;3;Casado;7510;1;No;17;3;10;1;3;10;9;0;9
No;38;Frecuentemente;RH;1;4;Otra;4;M;Recursos_Humanos;2;Casado;2991;0;Si;11;3;7;2;3;6;2;1;2
No;55;Raramente;RH;26;4;Humanidades;3;M;Gerente;2;Casado;19636;4;Si;18;3;35;0;3;10;9;1;4
No;31;Raramente;IyD;2;1;Salud;4;F;Tecnico_Laboratorio;4;Divorciado;1129;1;Si;11;3;1;4;3;1;0;0;0
No;39;Raramente;Ventas;15;4;Mercadeo;2;M;Ejecutivo_Ventas;1;Soltero;13341;0;No;12;3;21;3;3;20;8;11;10
No;42;No_Viaja;IyD;23;2;Ciencias;4;M;Investigador_Cientifico;3;Soltero;4332;1;No;12;3;20;2;3;20;9;3;7
No;31;No_Viaja;IyD;10;3;Salud;3;F;Director_Investigación;3;Casado;11031;4;No;20;4;13;2;4;11;7;4;8
No;54;Raramente;IyD;10;3;Salud;3;F;Director_Manofactura;1;Soltero;4440;6;Si;19;3;9;3;3;5;2;1;4
No;24;Raramente;IyD;1;2;Ciencias;2;M;Representante_Salud;3;Soltero;4617;1;No;12;3;4;2;2;4;3;1;2
No;23;Raramente;IyD;12;2;Otra;4;M;Tecnico_Laboratorio;4;Soltero;2647;1;No;13;3;5;6;4;5;2;1;4
No;40;Frecuentemente;IyD;11;3;Tecnicos;4;F;Tecnico_Laboratorio;3;Casado;6323;1;No;11;3;10;2;4;10;9;9;4
No;40;Raramente;Ventas;2;2;Mercadeo;2;F;Ejecutivo_Ventas;2;Casado;5677;3;No;14;3;15;4;3;11;8;5;10
No;25;Raramente;RH;2;3;Humanidades;3;F;Recursos_Humanos;2;Casado;2187;4;No;14;3;6;3;3;2;0;1;2
No;30;Raramente;IyD;1;2;Salud;4;M;Tecnico_Laboratorio;2;Casado;3748;1;No;13;3;12;6;2;12;8;1;7
No;25;Raramente;IyD;2;1;Otra;4;M;Tecnico_Laboratorio;3;Divorciado;3977;6;Si;19;3;7;2;2;2;2;0;2
No;47;Raramente;IyD;25;3;Salud;1;M;Representante_Salud;3;Soltero;8633;2;No;23;4;25;3;3;17;14;12;11
No;33;No_Viaja;IyD;1;2;Salud;2;M;Tecnico_Laboratorio;3;Divorciado;2008;1;No;12;3;1;2;2;1;1;0;0
No;38;Raramente;Ventas;1;4;Ciencias;4;M;Ejecutivo_Ventas;2;Casado;4440;0;No;15;3;16;3;3;15;13;5;8
No;31;Raramente;Ventas;2;2;Ciencias;1;M;Representante_Ventas;3;Casado;3067;0;No;19;3;3;1;3;2;2;1;2
No;38;Frecuentemente;IyD;6;4;Ciencias;1;M;Director_Manofactura;3;Casado;5321;2;No;11;3;10;1;3;8;3;7;7
No;42;Raramente;IyD;18;4;Ciencias;4;M;Investigador_Cientifico;1;Divorciado;5410;6;Si;17;3;9;3;2;4;3;1;2
No;41;Raramente;IyD;1;3;Ciencias;4;M;Investigador_Cientifico;4;Casado;2782;3;No;22;4;12;3;3;5;3;1;0
No;47;No_Viaja;IyD;1;1;Salud;3;F;Director_Investigación;2;Casado;11957;0;No;18;3;14;3;1;13;8;5;12
No;35;Raramente;IyD;11;4;Salud;4;M;Tecnico_Laboratorio;3;Casado;2660;7;Si;11;3;5;3;3;2;2;2;2
No;22;Raramente;IyD;1;2;Ciencias;4;M;Investigador_Cientifico;3;Soltero;3375;0;No;12;3;4;2;4;3;2;1;2
No;35;Raramente;IyD;9;4;Salud;2;M;Investigador_Cientifico;3;Soltero;5098;1;No;19;3;10;5;3;10;7;0;8
No;33;Raramente;IyD;15;2;Salud;2;F;Representante_Salud;4;Casado;4878;0;Si;13;3;10;6;3;9;7;8;1
No;32;Raramente;IyD;29;4;Ciencias;3;F;Tecnico_Laboratorio;2;Soltero;2837;1;No;13;3;6;3;3;6;2;4;1
No;40;Raramente;IyD;1;4;Ciencias;1;M;Tecnico_Laboratorio;4;Casado;2406;8;No;19;3;8;3;2;1;0;0;0
No;32;Raramente;Ventas;1;4;Salud;2;M;Representante_Ventas;2;Casado;2269;0;No;14;3;3;2;3;2;2;2;2
No;39;Raramente;IyD;24;1;Ciencias;1;M;Investigador_Cientifico;4;Soltero;4108;7;No;13;3;18;2;3;7;7;1;7
No;38;Raramente;IyD;10;3;Salud;2;F;Director_Investigación;3;Casado;13206;3;No;12;3;20;3;3;18;16;1;11
No;32;Raramente;Ventas;1;4;Mercadeo;3;F;Ejecutivo_Ventas;4;Casado;10422;1;No;19;3;14;3;3;14;10;5;7
No;37;Raramente;IyD;10;3;Ciencias;3;F;Director_Investigación;4;Casado;13744;1;Si;25;4;16;2;3;16;11;6;8
No;25;Raramente;Ventas;8;2;Otra;1;F;Ejecutivo_Ventas;3;Divorciado;4907;0;Si;22;4;6;3;2;5;3;0;4
No;52;No_Viaja;Ventas;29;4;Ciencias;1;M;Representante_Ventas;4;Divorciado;3482;2;No;15;3;16;3;2;9;8;0;0
No;44;Raramente;IyD;1;3;Salud;2;M;Investigador_Cientifico;4;Soltero;2436;6;Si;12;3;6;2;3;4;3;1;2
No;21;Raramente;Ventas;5;1;Salud;3;M;Representante_Ventas;1;Soltero;2380;1;Si;11;3;2;6;3;2;2;1;2
No;39;No_Viaja;IyD;9;3;Ciencias;4;M;Gerente;4;Soltero;19431;2;No;13;3;21;3;2;6;0;1;3
Si;23;Frecuentemente;Ventas;9;3;Mercadeo;4;M;Representante_Ventas;1;Casado;1790;1;No;19;3;1;3;2;1;0;1;0
No;36;Raramente;Ventas;3;3;Salud;1;F;Ejecutivo_Ventas;4;Casado;7644;0;No;19;3;10;2;3;9;7;3;4
No;36;Frecuentemente;IyD;4;2;Ciencias;4;F;Director_Manofactura;2;Divorciado;5131;7;No;13;3;18;3;3;4;2;0;2
No;56;No_Viaja;IyD;1;4;Ciencias;3;M;Representante_Salud;3;Divorciado;6306;1;No;21;4;13;2;2;13;12;1;9
Si;29;Raramente;IyD;1;4;Salud;1;M;Investigador_Cientifico;4;Casado;4787;9;Si;14;3;4;3;4;2;2;2;2
No;42;Raramente;IyD;2;3;Ciencias;1;M;Gerente;3;Casado;18880;5;No;11;3;24;2;2;22;6;4;14
Si;56;Raramente;IyD;7;2;Tecnicos;4;M;Tecnico_Laboratorio;3;Casado;2339;8;No;11;3;14;4;1;10;9;9;8
No;41;Raramente;IyD;28;4;Ciencias;1;F;Director_Manofactura;2;Casado;13570;0;No;23;4;21;3;3;20;7;0;10
No;34;Raramente;Ventas;28;3;Mercadeo;4;F;Ejecutivo_Ventas;3;Casado;6712;1;No;21;4;8;2;3;8;7;1;7
No;36;No_Viaja;Ventas;15;4;Mercadeo;4;M;Ejecutivo_Ventas;4;Divorciado;5406;1;No;24;4;15;4;2;15;12;11;11
No;41;Raramente;Ventas;3;3;Ciencias;3;M;Ejecutivo_Ventas;2;Divorciado;8938;2;No;11;3;14;5;3;5;4;0;4
No;32;Raramente;IyD;2;3;Tecnicos;4;M;Investigador_Cientifico;1;Soltero;2439;1;No;14;3;4;4;3;4;2;1;2
No;35;Raramente;RH;26;4;Ciencias;3;F;Recursos_Humanos;4;Soltero;8837;1;Si;16;3;9;2;3;9;0;1;7
No;38;Raramente;Ventas;10;2;Ciencias;1;F;Ejecutivo_Ventas;4;Casado;5343;1;No;11;3;10;1;3;10;7;1;9
Si;50;Frecuentemente;Ventas;1;4;Ciencias;2;M;Ejecutivo_Ventas;3;Divorciado;6728;7;No;12;3;12;3;3;6;3;0;1
No;36;Raramente;Ventas;11;4;Mercadeo;2;F;Ejecutivo_Ventas;4;Casado;6652;4;No;13;3;8;2;2;6;3;0;0
No;45;Raramente;Ventas;20;3;Ciencias;4;F;Ejecutivo_Ventas;3;Soltero;4850;8;No;15;3;8;3;3;5;3;0;1
No;40;Raramente;IyD;2;4;Ciencias;3;M;Investigador_Cientifico;3;Soltero;2809;2;No;14;3;8;2;3;2;2;2;2
No;35;Frecuentemente;IyD;18;4;Ciencias;3;M;Representante_Salud;3;Casado;5689;1;Si;14;3;10;2;4;10;2;0;2
No;40;Raramente;IyD;2;4;Salud;3;F;Investigador_Cientifico;3;Casado;2001;2;No;14;3;20;2;3;5;3;0;2
No;35;Raramente;IyD;1;4;Ciencias;3;F;Investigador_Cientifico;4;Casado;2977;1;No;12;3;4;5;3;4;3;1;1
No;29;Raramente;IyD;13;2;Otra;4;M;Tecnico_Laboratorio;2;Casado;4025;4;Si;13;3;10;2;3;4;3;0;3
No;29;Raramente;IyD;28;4;Salud;4;F;Investigador_Cientifico;1;Soltero;3785;1;No;14;3;5;3;1;5;4;0;4
Si;50;Raramente;Ventas;28;3;Mercadeo;4;M;Ejecutivo_Ventas;1;Divorciado;10854;4;Si;13;3;20;3;3;3;2;2;0
No;39;Raramente;Ventas;24;1;Mercadeo;2;F;Ejecutivo_Ventas;4;Casado;12031;0;No;11;3;21;2;2;20;9;9;6
No;31;No_Viaja;IyD;5;3;Salud;2;M;Director_Manofactura;1;Soltero;9936;0;No;19;3;10;2;3;9;4;1;7
No;26;Raramente;Ventas;5;3;Otra;4;F;Representante_Ventas;3;Soltero;2966;0;No;18;3;5;2;3;4;2;0;0
No;36;Frecuentemente;IyD;23;2;Salud;3;M;Tecnico_Laboratorio;4;Casado;2571;4;No;17;3;17;3;3;5;2;0;3
No;39;Raramente;IyD;6;1;Salud;4;M;Representante_Salud;1;Casado;9991;4;No;15;3;9;5;3;7;7;1;7
No;27;Raramente;IyD;4;3;Ciencias;2;M;Director_Manofactura;2;Casado;6142;1;Si;20;4;6;0;3;6;2;0;3
No;49;Frecuentemente;Ventas;2;3;Salud;4;M;Ejecutivo_Ventas;2;Casado;5390;2;No;14;3;17;3;2;9;6;0;8
No;34;Raramente;IyD;8;3;Salud;2;M;Tecnico_Laboratorio;3;Casado;4404;2;No;12;3;6;3;4;4;3;1;2
